thread_id,parent_thread_id,depth,agent_path,nickname,task_group,spawned_at,last_event_at,wall_span_seconds,turn_count,completed_turns,aborted_turns,incomplete_turns,active_seconds,models_and_responses,input_tokens,cached_input_tokens,cache_write_input_tokens,output_tokens,reasoning_output_tokens,total_tokens,api_cost_equivalent_usd,log_bytes,log_lines
01a0538e-2b90-7130-a45b-1521b8997ad5,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_publication_binding_bridge,Mill,P1-10,2026-08-30T16:43:41.474000Z,2026-08-30T17:35:52.078000Z,3130.604,2,2,0,0,2229.933,gpt-5.6-terra/high:115,14925830,14690560,0,39406,11561,14965236,,4098952,735
01a0538e-96ff-7d90-a155-ea3e27237372,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_random_match_quarantine,Banach,P1-10,2026-08-30T16:44:08.963000Z,2026-08-30T17:00:00.405000Z,951.442,1,1,0,0,951.319,gpt-5.6-terra/medium:50,3464623,3369472,0,9980,2207,3474603,,1589309,294
01a0539d-8006-7b20-a4ba-bb24f73e54c7,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_random_match_quarantine_review,Rawls,P1-10,2026-08-30T17:00:26.688000Z,2026-08-30T17:07:57.984000Z,451.296,1,1,0,0,451.055,gpt-5.6-sol/high:22,1460208,1302016,0,8321,3220,1468529,1.319994,1360804,166
01a053a1-a160-7f23-a878-2085c80d9c30,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_publication_binding_bridge_review,Harvey,P1-10,2026-08-30T17:04:57.367000Z,2026-08-30T17:43:21.534000Z,2304.167,2,2,0,0,1214.965,gpt-5.6-sol/high:64,8505247,8287232,0,21825,9675,8527072,4.623453,3300854,399
01a053a5-2929-7772-bc0f-00b2657f9aa8,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_random_match_quarantine_ci,Ampere,P1-10,2026-08-30T17:08:48.172000Z,2026-08-30T17:10:52.038000Z,123.866,1,1,0,0,123.747,gpt-5.6-luna/low:10,341888,312832,0,2303,268,344191,,473674,68
01a053a8-f326-76d3-9c2f-2a8b87a3ed4b,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/main_05d38e9_ci,Russell,orchestration-gates,2026-08-30T17:12:57.219000Z,2026-08-30T17:17:26.172000Z,268.953,2,2,0,0,264.723,gpt-5.6-luna/low:17,780362,730880,0,3402,213,783764,,1724100,110
01a053c5-8da0-7931-91bf-a50f85b17312,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_publication_binding_bridge_ci,Zeno,P1-10,2026-08-30T17:44:11.053000Z,2026-08-30T17:46:18.971000Z,127.918,1,1,0,0,127.805,gpt-5.6-luna/low:8,276404,249856,0,2288,229,278692,,485566,63
01a053c8-a326-7fa2-b6fa-6baf9cb6c1fb,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/main_04a6d85_ci,Nietzsche,orchestration-gates,2026-08-30T17:47:33.184000Z,2026-08-30T17:51:44.879000Z,251.695,1,1,0,0,251.566,gpt-5.6-luna/low:17,674061,629504,0,2660,331,676721,,1683828,104
01a053d0-0131-70d0-aeb3-1779fcb8c58a,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_typed_context_resolver,Carson,P1-10,2026-08-30T17:55:35.991000Z,2026-08-30T18:23:02.929000Z,1646.938,2,2,0,0,969.252,gpt-5.6-terra/high:52,3847656,3744768,0,21070,3680,3868726,,2368231,321
01a053da-1c27-7f50-875d-4ff050412a34,01a04fd8-ffcf-7263-944f-98d1bc53c645,1,/root/p1_10_typed_context_resolver_review,Dewey,P1-10,2026-08-30T18:06:38.369000Z,2026-08-30T18:23:04.124000Z,985.755,2,1,0,1,565.391,gpt-5.6-sol/high:37,3099211,2973440,0,13897,7629,3113108,1.9704,1911291,254
