DocumentName,Competition,Home_Team,Away_Team,Score,Annotation,Played_At,Source_Name,Source_Url,Verified_At,Notes
recent-history-katar.csv,WQAFC,Katar,Iran,1:0,,2025-06-05,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-katar.csv,WQAFC,Kirgisistan,Katar,3:1,,2025-03-25,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-katar.csv,WQAFC,Katar,Nordkorea,5:1,,2025-03-20,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-katar.csv,WQAFC,Vereinigte Arabische Emirate,Katar,5:0,,2024-11-19,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-katar.csv,WQAFC,Katar,Usbekistan,3:2,,2024-11-14,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Venezuela,Kolumbien,3:6,,2025-09-09,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Kolumbien,Bolivien,3:0,,2025-09-04,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Argentinien,Kolumbien,1:1,,2025-06-10,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Kolumbien,Peru,0:0,,2025-06-06,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Kolumbien,Paraguay,2:2,,2025-03-25,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Brasilien,Kolumbien,2:1,,2025-03-20,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Kolumbien,Ecuador,0:1,,2024-11-19,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kolumbien.csv,WMQCO,Uruguay,Kolumbien,3:2,,2024-11-15,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-kroatien.csv,WMQua,Montenegro,Kroatien,2:3,,2025-11-17,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Kroatien,Färöer,3:1,,2025-11-14,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Kroatien,Gibraltar,3:0,,2025-10-12,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Tschechien,Kroatien,0:0,,2025-10-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Kroatien,Montenegro,4:0,,2025-09-08,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Färöer,Kroatien,0:1,,2025-09-05,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Kroatien,Tschechien,5:1,,2025-06-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-kroatien.csv,WMQua,Gibraltar,Kroatien,0:7,,2025-06-06,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-marokko.csv,AfCup,Senegal,Marokko,0:3,,2026-01-18,CAF Appeal Board Media Statement,https://www.cafonline.com/news/caf-appeal-board-media-statement/,2026-05-24,awarded 3-0 by CAF on 2026-03-17
recent-history-marokko.csv,AfCup,Nigeria,Marokko,2:4,nach Elfmeterschießen,2026-01-14,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,AfCup,Kamerun,Marokko,0:2,,2026-01-09,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,AfCup,Marokko,Tansania,1:0,,2026-01-04,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,AfCup,Sambia,Marokko,0:3,,2025-12-29,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,AfCup,Marokko,Mali,1:1,,2025-12-26,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,AfCup,Marokko,Komoren,2:0,,2025-12-21,Sportsgambler AFCON fixtures results,https://www.sportsgambler.com/fixtures-results/football/caf-africa-cup-of-nations/,2026-05-24,
recent-history-marokko.csv,WQCAF,Marokko,Kongo,1:0,,2025-10-14,FIFA African qualifying results,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/african-qualifying-results-fixtures-fifa-world-cup-26,2026-05-24,
recent-history-mexiko.csv,CopAm,Mexiko,Ecuador,0:0,,2024-06-30,Guardian Copa America results,https://www.theguardian.com/football/copa-america/results,2026-05-24,
recent-history-mexiko.csv,CopAm,Venezuela,Mexiko,1:0,,2024-06-26,Guardian Copa America results,https://www.theguardian.com/football/copa-america/results,2026-05-24,
recent-history-mexiko.csv,CopAm,Mexiko,Jamaika,1:0,,2024-06-22,Guardian Copa America results,https://www.theguardian.com/football/copa-america/results,2026-05-24,
recent-history-mexiko.csv,WM,Saudi-Arabien,Mexiko,1:2,,2022-11-30,11v11 World Cup 2022 results,https://www.11v11.com/competitions/fifa-world-cup/2022/finals/,2026-05-24,
recent-history-mexiko.csv,WM,Argentinien,Mexiko,2:0,,2022-11-26,FIFA World Cup 2022 result,https://www.fifa.com/en/articles/argentina-mexico-lionel-messi-fifa-world-cup-qatar-2022,2026-05-24,
recent-history-mexiko.csv,WM,Mexiko,Polen,0:0,,2022-11-22,11v11 World Cup 2022 results,https://www.11v11.com/competitions/fifa-world-cup/2022/finals/,2026-05-24,
recent-history-mexiko.csv,WM,Brasilien,Mexiko,2:0,,2018-07-02,ESPN Mexico World Cup 2018 results,https://www.espn.com/soccer/team/results/_/id/203/league/FIFA.WORLD/season/2018,2026-05-24,
recent-history-mexiko.csv,WM,Mexiko,Schweden,0:3,,2018-06-27,ESPN Mexico World Cup 2018 results,https://www.espn.com/soccer/team/results/_/id/203/league/FIFA.WORLD/season/2018,2026-05-24,
recent-history-neuseeland.csv,WQOFC,Neukaledonien,Neuseeland,0:3,,2025-03-24,FIFA OFC qualifying results,https://www.fifa.com/en/articles/ofc-qualifying-teams-schedule-dates-places,2026-05-24,
recent-history-neuseeland.csv,WQOFC,Neuseeland,Fidschi,7:0,,2025-03-21,FIFA OFC qualifying results,https://www.fifa.com/en/articles/ofc-qualifying-teams-schedule-dates-places,2026-05-24,
recent-history-neuseeland.csv,WQOFC,Samoa,Neuseeland,0:8,,2024-11-18,FIFA OFC qualifying results,https://www.fifa.com/en/articles/ofc-qualifying-teams-schedule-dates-places,2026-05-24,
recent-history-neuseeland.csv,WQOFC,Neuseeland,Vanuatu,8:1,,2024-11-15,FIFA OFC qualifying results,https://www.fifa.com/en/articles/ofc-qualifying-teams-schedule-dates-places,2026-05-24,
recent-history-neuseeland.csv,WQOFC,Neuseeland,Französisch-Polynesien,3:0,,2024-10-11,FIFA OFC qualifying results,https://www.fifa.com/en/articles/ofc-qualifying-teams-schedule-dates-places,2026-05-24,
recent-history-neuseeland.csv,WM,Paraguay,Neuseeland,0:0,,2010-06-24,Docsports World Cup 2010 schedule,https://www.docsports.com/world-cup/2010-world-cup-schedule.html,2026-05-24,
recent-history-neuseeland.csv,WM,Italien,Neuseeland,1:1,,2010-06-20,Docsports World Cup 2010 schedule,https://www.docsports.com/world-cup/2010-world-cup-schedule.html,2026-05-24,
recent-history-neuseeland.csv,WM,Neuseeland,Slowakei,1:1,,2010-06-15,Docsports World Cup 2010 schedule,https://www.docsports.com/world-cup/2010-world-cup-schedule.html,2026-05-24,
recent-history-niederlande.csv,WMQua,Niederlande,Litauen,4:0,,2025-11-17,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Polen,Niederlande,1:1,,2025-11-14,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Niederlande,Finnland,4:0,,2025-10-12,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Malta,Niederlande,0:4,,2025-10-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Litauen,Niederlande,2:3,,2025-09-07,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Niederlande,Polen,1:1,,2025-09-04,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Niederlande,Malta,8:0,,2025-06-10,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-niederlande.csv,WMQua,Finnland,Niederlande,0:2,,2025-06-07,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Italien,Norwegen,1:4,,2025-11-16,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Norwegen,Estland,4:1,,2025-11-13,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Norwegen,Israel,5:0,,2025-10-11,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Norwegen,Moldawien,11:1,,2025-09-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Estland,Norwegen,0:1,,2025-06-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Norwegen,Italien,3:0,,2025-06-06,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Israel,Norwegen,2:4,,2025-03-25,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-norwegen.csv,WMQua,Moldawien,Norwegen,0:5,,2025-03-22,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Österreich,Bosnien-Herzegowina,1:1,,2025-11-18,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Zypern,Österreich,0:2,,2025-11-15,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Rumänien,Österreich,1:0,,2025-10-12,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Österreich,San Marino,10:0,,2025-10-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Bosnien-Herzegowina,Österreich,1:2,,2025-09-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Österreich,Zypern,1:0,,2025-09-06,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,San Marino,Österreich,0:4,,2025-06-10,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-osterreich.csv,WMQua,Österreich,Rumänien,2:1,,2025-06-07,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-panama.csv,WQCCC,Panama,El Salvador,3:0,,2025-11-18,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Guatemala,Panama,2:3,,2025-11-13,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Panama,Suriname,1:1,,2025-10-14,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,El Salvador,Panama,0:1,,2025-10-10,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Panama,Guatemala,1:1,,2025-09-08,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Suriname,Panama,0:0,,2025-09-04,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Panama,Nicaragua,3:0,,2025-06-10,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-panama.csv,WQCCC,Belize,Panama,0:2,,2025-06-07,FIFA Concacaf qualifying results,https://www.fifa.com/es/tournaments/mens/worldcup/canadamexicousa2026/articles/concacaf-eliminatorias-resultados-fixture,2026-05-24,
recent-history-paraguay.csv,WMQCO,Peru,Paraguay,0:1,,2025-09-09,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Paraguay,Ecuador,0:0,,2025-09-04,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Brasilien,Paraguay,1:0,,2025-06-10,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Paraguay,Uruguay,2:0,,2025-06-05,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Kolumbien,Paraguay,2:2,,2025-03-25,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Paraguay,Chile,1:0,,2025-03-20,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Bolivien,Paraguay,2:2,,2024-11-19,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-paraguay.csv,WMQCO,Paraguay,Argentinien,2:1,,2024-11-14,FIFA CONMEBOL qualifying results,https://www.fifa.com/en/articles/south-america-conmebol-qualifying-fixtures-maches-results-world-cup-2026,2026-05-24,
recent-history-portugal.csv,WMQua,Portugal,Armenien,9:1,,2025-11-16,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,WMQua,Irland,Portugal,2:0,,2025-11-13,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,WMQua,Portugal,Ungarn,2:2,,2025-10-14,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,WMQua,Portugal,Irland,1:0,,2025-10-11,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,WMQua,Ungarn,Portugal,2:3,,2025-09-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,WMQua,Armenien,Portugal,0:5,,2025-09-06,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-portugal.csv,NL,Portugal,Spanien,7:5,nach Elfmeterschießen,2025-06-08,UEFA Nations League results,https://www.uefa.com/uefanationsleague/news/028a-1a23b4c739a8-07fe752f503f-1000--2024-25-nations-league-all-the-results/,2026-05-24,
recent-history-portugal.csv,NL,Deutschland,Portugal,1:2,,2025-06-04,UEFA Nations League results,https://www.uefa.com/uefanationsleague/news/028a-1a23b4c739a8-07fe752f503f-1000--2024-25-nations-league-all-the-results/,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Saudi-Arabien,Irak,0:0,,2025-10-14,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Indonesien,Saudi-Arabien,2:3,,2025-10-08,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Saudi-Arabien,Australien,1:2,,2025-06-10,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Bahrain,Saudi-Arabien,0:2,,2025-06-05,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Japan,Saudi-Arabien,0:0,,2025-03-25,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Saudi-Arabien,China,1:0,,2025-03-20,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Indonesien,Saudi-Arabien,2:0,,2024-11-19,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-saudi-arabien.csv,WQAFC,Australien,Saudi-Arabien,0:0,,2024-11-14,FIFA AFC qualifying results,https://www.fifa.com/en/id/mens/worldcup/canadamexicousa2026/articles/asian-qualifying-results-and-fixtures-for-world-cup-26,2026-05-24,
recent-history-schottland.csv,WMQua,Schottland,Dänemark,4:2,,2025-11-18,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,WMQua,Griechenland,Schottland,3:2,,2025-11-15,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,WMQua,Schottland,Belarus,2:1,,2025-10-12,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,WMQua,Schottland,Griechenland,3:1,,2025-10-09,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,WMQua,Belarus,Schottland,0:2,,2025-09-08,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,WMQua,Dänemark,Schottland,0:0,,2025-09-05,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schottland.csv,NL,Schottland,Griechenland,0:3,,2025-03-23,UEFA Nations League results,https://www.uefa.com/uefanationsleague/news/028a-1a23b4c739a8-07fe752f503f-1000--2024-25-nations-league-all-the-results/,2026-05-24,
recent-history-schottland.csv,NL,Griechenland,Schottland,0:1,,2025-03-20,UEFA Nations League results,https://www.uefa.com/uefanationsleague/news/028a-1a23b4c739a8-07fe752f503f-1000--2024-25-nations-league-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Schweden,Polen,3:2,,2026-03-31,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Ukraine,Schweden,1:3,,2026-03-26,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Schweden,Slowenien,1:1,,2025-11-18,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Schweiz,Schweden,4:1,,2025-11-15,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Schweden,Kosovo,0:1,,2025-10-13,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Schweden,Schweiz,0:2,,2025-10-10,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
recent-history-schweden.csv,WMQua,Kosovo,Schweden,2:0,,2025-09-08,UEFA European qualifying results,https://www.uefa.com/european-qualifiers/news/0294-1c916a81655d-47c1bac26fb9-1000--european-qualifiers-for-2026-world-cup-all-the-results/,2026-05-24,
