Team_Slug,Team,Data_Collected_At,Role,Name,Transfermarkt_National_Team_Id,Transfermarkt_Player_Id,Age,Position,Market_Value_EUR
neuseeland,Neuseeland,2026-06-03,Player,Alex Rufer,9171,256019,,Midfield,
neuseeland,Neuseeland,2026-06-03,Player,Nando Pijnaker,9171,455425,,Defender,
neuseeland,Neuseeland,2026-06-03,Player,Finn Surman,9171,724809,,Defender,
neuseeland,Neuseeland,2026-06-03,Player,Kosta Barbarouses,9171,50200,,Attack,
neuseeland,Neuseeland,2026-06-03,Player,Ben Waine,9171,539502,,Attack,
neuseeland,Neuseeland,2026-06-03,Player,Ben Old,9171,617021,,Midfield,
neuseeland,Neuseeland,2026-06-03,Player,Callum McCowatt,9171,400797,,Midfield,
neuseeland,Neuseeland,2026-06-03,Player,Jesse Randall,9171,677509,,Attack,
neuseeland,Neuseeland,2026-06-03,Player,Michael Woud,9171,350347,,Goalkeeper,
neuseeland,Neuseeland,2026-06-03,Player,Ryan Thomas,9171,203357,,Midfield,
neuseeland,Neuseeland,2026-06-03,Player,Callan Elliot,9171,482204,,Defender,
neuseeland,Neuseeland,2026-06-03,Player,Lachlan Bayliss,9171,1109358,,Midfield,
neuseeland,Neuseeland,2026-06-03,Player,Tommy Smith,9171,54381,,Defender,
niederlande,Niederlande,2026-06-03,Coach,Ronald Koeman,3379,,,Coach,
niederlande,Niederlande,2026-06-03,Player,Bart Verbruggen,3379,565093,,Goalkeeper,
niederlande,Niederlande,2026-06-03,Player,Jurrien Timber,3379,420243,,Defender,
niederlande,Niederlande,2026-06-03,Player,Marten de Roon,3379,133179,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Virgil van Dijk,3379,139208,,Defender,
niederlande,Niederlande,2026-06-03,Player,Nathan Ake,3379,177476,,Defender,
niederlande,Niederlande,2026-06-03,Player,Jan Paul van Hecke,3379,576314,,Defender,
niederlande,Niederlande,2026-06-03,Player,Justin Kluivert,3379,330659,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Ryan Gravenberch,3379,478573,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Wout Weghorst,3379,228645,,Attack,
niederlande,Niederlande,2026-06-03,Player,Memphis Depay,3379,167850,,Attack,
niederlande,Niederlande,2026-06-03,Player,Cody Gakpo,3379,434675,,Attack,
niederlande,Niederlande,2026-06-03,Player,Mats Wieffer,3379,415381,,Defender,
niederlande,Niederlande,2026-06-03,Player,Robin Roefs,3379,646991,,Goalkeeper,
niederlande,Niederlande,2026-06-03,Player,Tijjani Reijnders,3379,460939,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Micky van de Ven,3379,557459,,Defender,
niederlande,Niederlande,2026-06-03,Player,Guus Til,3379,372267,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Noa Lang,3379,339332,,Attack,
niederlande,Niederlande,2026-06-03,Player,Donyell Malen,3379,326029,,Attack,
niederlande,Niederlande,2026-06-03,Player,Brian Brobbey,3379,473169,,Attack,
niederlande,Niederlande,2026-06-03,Player,Teun Koopmeiners,3379,360518,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Frenkie de Jong,3379,326330,,Midfield,
niederlande,Niederlande,2026-06-03,Player,Denzel Dumfries,3379,321528,,Defender,
niederlande,Niederlande,2026-06-03,Player,Mark Flekken,3379,125714,,Goalkeeper,
niederlande,Niederlande,2026-06-03,Player,Crysencio Summerville,3379,474701,,Attack,
niederlande,Niederlande,2026-06-03,Player,Jorrel Hato,3379,904802,,Defender,
niederlande,Niederlande,2026-06-03,Player,Quinten Timber,3379,420213,,Midfield,
norwegen,Norwegen,2026-06-03,Coach,Stale Solbakken,3440,,,Coach,
norwegen,Norwegen,2026-06-03,Player,Ørjan Nyland,3440,73517,,Goalkeeper,
norwegen,Norwegen,2026-06-03,Player,Morten Thorsby,3440,226524,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Kristoffer Ajer,3440,328658,,Defender,
norwegen,Norwegen,2026-06-03,Player,Leo Ostigard,3440,367284,,Defender,
norwegen,Norwegen,2026-06-03,Player,David Moller Wolfe,3440,661427,,Defender,
norwegen,Norwegen,2026-06-03,Player,Patrick Berg,3440,308439,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Alexander Sorloth,3440,238407,,Attack,
norwegen,Norwegen,2026-06-03,Player,Sander Berge,3440,333014,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Erling Haaland,3440,418560,,Attack,
norwegen,Norwegen,2026-06-03,Player,Martin Odegaard,3440,316264,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Jorgen Strand Larsen,3440,429983,,Attack,
norwegen,Norwegen,2026-06-03,Player,Sander Tangvik,3440,549378,,Goalkeeper,
norwegen,Norwegen,2026-06-03,Player,Egil Selvik,3440,380744,,Goalkeeper,
norwegen,Norwegen,2026-06-03,Player,Fredrik Aursnes,3440,223367,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Fredrik Andre Bjorkan,3440,364938,,Defender,
norwegen,Norwegen,2026-06-03,Player,Marcus Holmgren Pedersen,3440,583404,,Defender,
norwegen,Norwegen,2026-06-03,Player,Torbjorn Heggem,3440,464469,,Defender,
norwegen,Norwegen,2026-06-03,Player,Kristian Thorstvedt,3440,564785,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Thelo Aasgaard,3440,647384,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Antonio Nusa,3440,894914,,Attack,
norwegen,Norwegen,2026-06-03,Player,Andreas Schjelderup,3440,670103,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Oscar Bobb,3440,661207,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Jens Petter Hauge,3440,422355,,Midfield,
norwegen,Norwegen,2026-06-03,Player,Sondre Langas,3440,737837,,Defender,
norwegen,Norwegen,2026-06-03,Player,Henrik Falchener,3440,743088,,Defender,
norwegen,Norwegen,2026-06-03,Player,Julian Ryerson,3440,370789,,Attack,
osterreich,Österreich,2026-06-03,Coach,Ralf Rangnick,3383,,,Coach,
osterreich,Österreich,2026-06-03,Player,Alexander Schlager,3383,186374,,Goalkeeper,
osterreich,Österreich,2026-06-03,Player,David Affengruber,3383,452483,,Defender,
osterreich,Österreich,2026-06-03,Player,Kevin Danso,3383,263236,,Defender,
osterreich,Österreich,2026-06-03,Player,Xaver Schlager,3383,223979,,Midfield,
osterreich,Österreich,2026-06-03,Player,Stefan Posch,3383,223974,,Defender,
osterreich,Österreich,2026-06-03,Player,Nicolas Seiwald,3383,404950,,Midfield,
osterreich,Österreich,2026-06-03,Player,Marko Arnautovic,3383,41384,,Attack,
osterreich,Österreich,2026-06-03,Player,David Alaba,3383,59016,,Defender,
osterreich,Österreich,2026-06-03,Player,Marcel Sabitzer,3383,106987,,Midfield,
osterreich,Österreich,2026-06-03,Player,Florian Grillitsch,3383,195736,,Midfield,
osterreich,Österreich,2026-06-03,Player,Michael Gregoritsch,3383,120205,,Attack,
osterreich,Österreich,2026-06-03,Player,Florian Wiegele,3383,393999,,Goalkeeper,
osterreich,Österreich,2026-06-03,Player,Patrick Pentz,3383,223972,,Goalkeeper,
osterreich,Österreich,2026-06-03,Player,Sasa Kalajdzic,3383,369567,,Attack,
osterreich,Österreich,2026-06-03,Player,Philipp Lienhart,3383,225657,,Defender,
osterreich,Österreich,2026-06-03,Player,Phillip Mwene,3383,127573,,Defender,
osterreich,Österreich,2026-06-03,Player,Carney Chukwuemeka,3383,659459,,Midfield,
osterreich,Österreich,2026-06-03,Player,Romano Schmid,3383,346853,,Midfield,
osterreich,Österreich,2026-06-03,Player,Christoph Baumgartner,3383,324278,,Midfield,
osterreich,Österreich,2026-06-03,Player,Konrad Laimer,3383,223967,,Midfield,
osterreich,Österreich,2026-06-03,Player,Patrick Wimmer,3383,533295,,Attack,
osterreich,Österreich,2026-06-03,Player,Alexander Prass,3383,434116,,Midfield,
osterreich,Österreich,2026-06-03,Player,Marco Friedl,3383,156990,,Defender,
osterreich,Österreich,2026-06-03,Player,Paul Wanner,3383,900909,,Midfield,
osterreich,Österreich,2026-06-03,Player,Michael Svoboda,3383,438961,,Defender,
osterreich,Österreich,2026-06-03,Player,Alessandro Schoepf,3383,118397,,Midfield,
panama,Panama,2026-06-03,Coach,Thomas Christiansen,3577,,,Coach,
panama,Panama,2026-06-03,Player,Luis Mejia,3577,,,Goalkeeper,
panama,Panama,2026-06-03,Player,Cesar Blackman,3577,440383,,Defender,
panama,Panama,2026-06-03,Player,Jose Cordoba,3577,698415,,Defender,
panama,Panama,2026-06-03,Player,Fidel Escobar,3577,345716,,Defender,
panama,Panama,2026-06-03,Player,Edgardo Farina,3577,923177,,Defender,
panama,Panama,2026-06-03,Player,Cristian Martinez,3577,419247,,Midfield,
panama,Panama,2026-06-03,Player,Jose Luis Rodriguez,3577,425028,,Midfield,
panama,Panama,2026-06-03,Player,Adalberto Carrasquilla,3577,375300,,Midfield,
panama,Panama,2026-06-03,Player,Tomas Rodriguez,3577,569205,,Attack,
panama,Panama,2026-06-03,Player,Ismael Diaz,3577,243298,,Midfield,
panama,Panama,2026-06-03,Player,Edgar Yoel Barcenas,3577,283473,,Midfield,
panama,Panama,2026-06-03,Player,Cesar Samudio,3577,,,Goalkeeper,
panama,Panama,2026-06-03,Player,Jiovany Ramos,3577,403809,,Defender,
panama,Panama,2026-06-03,Player,Carlos Harvey,3577,628806,,Defender,
panama,Panama,2026-06-03,Player,Eric Davis,3577,121791,,Defender,
panama,Panama,2026-06-03,Player,Andres Andrade,3577,403808,,Defender,
panama,Panama,2026-06-03,Player,Jose Fajardo,3577,,,Attack,
panama,Panama,2026-06-03,Player,Cecilio Waterman,3577,,,Attack,
panama,Panama,2026-06-03,Player,Alberto Quintero,3577,126019,,Midfield,
panama,Panama,2026-06-03,Player,Anibal Godoy,3577,161671,,Midfield,
panama,Panama,2026-06-03,Player,Cesar Yanis,3577,741098,,Midfield,
panama,Panama,2026-06-03,Player,Orlando Mosquera,3577,402979,,Goalkeeper,
panama,Panama,2026-06-03,Player,Amir Murillo,3577,354482,,Defender,
panama,Panama,2026-06-03,Player,Azarias Londono,3577,860998,,Attack,
panama,Panama,2026-06-03,Player,Roderick Miller,3577,157154,,Defender,
panama,Panama,2026-06-03,Player,Jorge Gutierrez,3577,443379,,Defender,
paraguay,Paraguay,2026-06-03,Coach,Gustavo Alfaro,3581,,,Coach,
paraguay,Paraguay,2026-06-03,Player,Gatito Fernandez,3581,107318,,Goalkeeper,
paraguay,Paraguay,2026-06-03,Player,Gustavo Velazquez,3581,,,Defender,
paraguay,Paraguay,2026-06-03,Player,Omar Alderete,3581,353032,,Defender,
paraguay,Paraguay,2026-06-03,Player,Juan Jose Caceres,3581,756494,,Defender,
paraguay,Paraguay,2026-06-03,Player,Fabian Balbuena,3581,285548,,Defender,
paraguay,Paraguay,2026-06-03,Player,Junior Alonso,3581,273000,,Defender,
paraguay,Paraguay,2026-06-03,Player,Ramon Sosa,3581,745191,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Diego Gomez,3581,996897,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Antonio Sanabria,3581,234523,,Attack,
paraguay,Paraguay,2026-06-03,Player,Miguel Almiron,3581,272999,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Mauricio,3581,678439,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Orlando Gill,3581,643259,,Goalkeeper,
paraguay,Paraguay,2026-06-03,Player,Jose Canale,3581,402627,,Defender,
paraguay,Paraguay,2026-06-03,Player,Andres Cubas,3581,323872,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Gustavo Gomez,3581,215390,,Defender,
paraguay,Paraguay,2026-06-03,Player,Damian Bobadilla,3581,861852,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Alejandro Romero Gamarra,3581,,,Attack,
paraguay,Paraguay,2026-06-03,Player,Alex Arce,3581,970518,,Attack,
paraguay,Paraguay,2026-06-03,Player,Julio Enciso,3581,660867,,Attack,
paraguay,Paraguay,2026-06-03,Player,Braian Ojeda,3581,491596,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Gabriel Avalos,3581,358418,,Attack,
paraguay,Paraguay,2026-06-03,Player,Gaston Olveira,3581,,,Goalkeeper,
paraguay,Paraguay,2026-06-03,Player,Matias Galarza,3581,661269,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Gustavo Caballero,3581,891672,,Midfield,
paraguay,Paraguay,2026-06-03,Player,Isidro Pitta,3581,675178,,Attack,
paraguay,Paraguay,2026-06-03,Player,Alexandro Maidana,3581,1371519,,Defender,
portugal,Portugal,2026-06-03,Coach,Roberto Martinez,3300,,,Coach,
portugal,Portugal,2026-06-03,Player,Diogo Costa,3300,357153,,Goalkeeper,
portugal,Portugal,2026-06-03,Player,Nelson Semedo,3300,231572,,Defender,
portugal,Portugal,2026-06-03,Player,Ruben Dias,3300,258004,,Defender,
portugal,Portugal,2026-06-03,Player,Tomas Araujo,3300,504087,,Defender,
portugal,Portugal,2026-06-03,Player,Diogo Dalot,3300,357147,,Defender,
portugal,Portugal,2026-06-03,Player,Matheus Nunes,3300,601883,,Midfield,
portugal,Portugal,2026-06-03,Player,Cristiano Ronaldo,3300,8198,,Attack,
portugal,Portugal,2026-06-03,Player,Bruno Fernandes,3300,240306,,Midfield,
portugal,Portugal,2026-06-03,Player,Goncalo Ramos,3300,550550,,Attack,
portugal,Portugal,2026-06-03,Player,Bernardo Silva,3300,241641,,Midfield,
portugal,Portugal,2026-06-03,Player,Joao Felix,3300,462250,,Attack,
portugal,Portugal,2026-06-03,Player,Jose Sa,3300,249994,,Goalkeeper,
portugal,Portugal,2026-06-03,Player,Renato Veiga,3300,805714,,Defender,
portugal,Portugal,2026-06-03,Player,Goncalo Inacio,3300,549006,,Defender,
portugal,Portugal,2026-06-03,Player,Joao Neves,3300,670681,,Midfield,
portugal,Portugal,2026-06-03,Player,Francisco Trincao,3300,412669,,Attack,
portugal,Portugal,2026-06-03,Player,Rafael Leao,3300,357164,,Attack,
portugal,Portugal,2026-06-03,Player,Pedro Neto,3300,487465,,Attack,
portugal,Portugal,2026-06-03,Player,Goncalo Guedes,3300,225122,,Attack,
portugal,Portugal,2026-06-03,Player,Joao Cancelo,3300,182712,,Defender,
portugal,Portugal,2026-06-03,Player,Ruben Neves,3300,225161,,Midfield,
portugal,Portugal,2026-06-03,Player,Rui Silva,3300,234811,,Goalkeeper,
portugal,Portugal,2026-06-03,Player,Vitinha,3300,487469,,Midfield,
portugal,Portugal,2026-06-03,Player,Samu Costa,3300,657430,,Defender,
portugal,Portugal,2026-06-03,Player,Nuno Mendes,3300,616341,,Defender,
portugal,Portugal,2026-06-03,Player,Francisco Conceicao,3300,487474,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Coach,Georgios Donis,3807,,,Coach,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Nawaf Alaqidi,3807,886183,,Goalkeeper,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ali Majrashi,3807,672391,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ali Lajami,3807,264909,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Abdulelah Alamri,3807,509894,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Hassan Altambakti,3807,509897,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Nasser Aldawsari,3807,509911,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Musab Aljuwayr,3807,901181,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ayman Yahya,3807,735815,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Feras Albrikan,3807,631922,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Salem Aldawsari,3807,195332,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Saleh Alshehri,3807,242267,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Saud Abdulhamid,3807,631927,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Nawaf Bu Washl,3807,821377,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Hassan Kadish,3807,260859,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Abdullah Alkhaibari,3807,437903,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ziyad Aljohani,3807,901079,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Khalid Alghannam,3807,631923,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ala Alhajji,3807,,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Abdullah Alhamddan,3807,68626,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Sultan Mandash,3807,210349,,Attack,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Mohammed Alowais,3807,262845,,Goalkeeper,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Ahmed Alkassar,3807,177956,,Goalkeeper,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Mohamed Kanno,3807,308120,,Midfield,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Moteb Alharbi,3807,869509,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Jehad Thikri,3807,,,Defender,
saudi-arabien,Saudi-Arabien,2026-06-03,Player,Mohammed Abu Alshamat,3807,1181852,,Defender,
schottland,Schottland,2026-06-03,Coach,Steve Clarke,3380,,,Coach,
schottland,Schottland,2026-06-03,Player,Angus Gunn,3380,201574,,Goalkeeper,
schottland,Schottland,2026-06-03,Player,Aaron Hickey,3380,591949,,Defender,
schottland,Schottland,2026-06-03,Player,Andy Robertson,3380,234803,,Defender,
schottland,Schottland,2026-06-03,Player,Scott McTominay,3380,315969,,Midfield,
schottland,Schottland,2026-06-03,Player,Grant Hanley,3380,121385,,Defender,
schottland,Schottland,2026-06-03,Player,Kieran Tierney,3380,300716,,Defender,
schottland,Schottland,2026-06-03,Player,John McGinn,3380,193116,,Midfield,
schottland,Schottland,2026-06-03,Player,Tyler Fletcher,3380,,,Midfield,
schottland,Schottland,2026-06-03,Player,Lyndon Dykes,3380,347138,,Attack,
schottland,Schottland,2026-06-03,Player,Che Adams,3380,346779,,Attack,
schottland,Schottland,2026-06-03,Player,Ryan Christie,3380,188077,,Midfield,
schottland,Schottland,2026-06-03,Player,Liam Kelly,3380,208772,,Goalkeeper,
schottland,Schottland,2026-06-03,Player,Jack Hendry,3380,363223,,Defender,
schottland,Schottland,2026-06-03,Player,Ross Stewart,3380,447995,,Attack,
schottland,Schottland,2026-06-03,Player,John Souttar,3380,235767,,Defender,
schottland,Schottland,2026-06-03,Player,Dominic Hyam,3380,,,Defender,
schottland,Schottland,2026-06-03,Player,Ben Gannon-Doak,3380,719673,,Attack,
schottland,Schottland,2026-06-03,Player,George Hirst,3380,420808,,Attack,
schottland,Schottland,2026-06-03,Player,Lewis Ferguson,3380,428563,,Midfield,
schottland,Schottland,2026-06-03,Player,Lawrence Shankland,3380,225744,,Attack,
schottland,Schottland,2026-06-03,Player,Craig Gordon,3380,12589,,Goalkeeper,
schottland,Schottland,2026-06-03,Player,Nathan Patterson,3380,424015,,Defender,
schottland,Schottland,2026-06-03,Player,Kenny McLean,3380,126600,,Midfield,
schottland,Schottland,2026-06-03,Player,Anthony Ralston,3380,388171,,Defender,
schottland,Schottland,2026-06-03,Player,Findlay Curtis,3380,1082993,,Attack,
schottland,Schottland,2026-06-03,Player,Scott McKenna,3380,255906,,Defender,
schweden,Schweden,2026-06-03,Coach,Graham Potter,3557,,,Coach,
schweden,Schweden,2026-06-03,Player,Jacob Widell Zetterstrom,3557,549440,,Goalkeeper,
schweden,Schweden,2026-06-03,Player,Gustaf Lagerbielke,3557,485395,,Defender,
schweden,Schweden,2026-06-03,Player,Victor Lindelof,3557,184573,,Defender,
schweden,Schweden,2026-06-03,Player,Isak Hien,3557,503075,,Defender,
schweden,Schweden,2026-06-03,Player,Gabriel Gudmundsson,3557,362108,,Defender,
schweden,Schweden,2026-06-03,Player,Herman Johansson,3557,744853,,Defender,
schweden,Schweden,2026-06-03,Player,Lucas Bergvall,3557,866246,,Midfield,
schweden,Schweden,2026-06-03,Player,Daniel Svensson,3557,579287,,Defender,
schweden,Schweden,2026-06-03,Player,Alexander Isak,3557,349066,,Attack,
schweden,Schweden,2026-06-03,Player,Benjamin Nygren,3557,475949,,Midfield,
schweden,Schweden,2026-06-03,Player,Anthony Elanga,3557,583189,,Attack,
schweden,Schweden,2026-06-03,Player,Viktor Johansson,3557,273742,,Goalkeeper,
schweden,Schweden,2026-06-03,Player,Ken Sema,3557,252345,,Midfield,
schweden,Schweden,2026-06-03,Player,Hjalmar Ekdal,3557,392179,,Defender,
schweden,Schweden,2026-06-03,Player,Carl Starfelt,3557,258987,,Defender,
schweden,Schweden,2026-06-03,Player,Jesper Karlstrom,3557,222855,,Midfield,
schweden,Schweden,2026-06-03,Player,Viktor Gyokeres,3557,325443,,Attack,
schweden,Schweden,2026-06-03,Player,Yasin Ayari,3557,667287,,Midfield,
schweden,Schweden,2026-06-03,Player,Mattias Svanberg,3557,342405,,Midfield,
schweden,Schweden,2026-06-03,Player,Eric Smith,3557,292534,,Defender,
schweden,Schweden,2026-06-03,Player,Alexander Bernhardsson,3557,633454,,Defender,
schweden,Schweden,2026-06-03,Player,Besfort Zeneli,3557,715653,,Midfield,
schweden,Schweden,2026-06-03,Player,Kristoffer Nordfeldt,3557,75890,,Goalkeeper,
schweden,Schweden,2026-06-03,Player,Elliot Stroud,3557,687622,,Defender,
schweden,Schweden,2026-06-03,Player,Gustaf Nilsson,3557,320440,,Attack,
schweden,Schweden,2026-06-03,Player,Taha Ali,3557,731771,,Attack,
schweiz,Schweiz,2026-06-03,Coach,Murat Yakin,3384,,,Coach,
schweiz,Schweiz,2026-06-03,Player,Gregor Kobel,3384,257814,,Goalkeeper,
schweiz,Schweiz,2026-06-03,Player,Miro Muheim,3384,298603,,Defender,
schweiz,Schweiz,2026-06-03,Player,Silvan Widmer,3384,168989,,Defender,
schweiz,Schweiz,2026-06-03,Player,Nico Elvedi,3384,192635,,Defender,
schweiz,Schweiz,2026-06-03,Player,Manuel Akanji,3384,284730,,Defender,
schweiz,Schweiz,2026-06-03,Player,Denis Zakaria,3384,334526,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Breel Embolo,3384,237662,,Attack,
schweiz,Schweiz,2026-06-03,Player,Remo Freuler,3384,148252,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Johan Manzambi,3384,927353,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Granit Xhaka,3384,111455,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Dan Ndoye,3384,365108,,Attack,
schweiz,Schweiz,2026-06-03,Player,Yvon Mvogo,3384,147051,,Goalkeeper,
schweiz,Schweiz,2026-06-03,Player,Ricardo Rodriguez,3384,86784,,Defender,
schweiz,Schweiz,2026-06-03,Player,Ardon Jashari,3384,608172,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Djibril Sow,3384,212723,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Christian Fassnacht,3384,250490,,Attack,
schweiz,Schweiz,2026-06-03,Player,Ruben Vargas,3384,345886,,Attack,
schweiz,Schweiz,2026-06-03,Player,Eray Coemert,3384,298583,,Defender,
schweiz,Schweiz,2026-06-03,Player,Noah Okafor,3384,346890,,Attack,
schweiz,Schweiz,2026-06-03,Player,Michel Aebischer,3384,237658,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Marvin Keller,3384,500763,,Goalkeeper,
schweiz,Schweiz,2026-06-03,Player,Fabian Rieder,3384,507341,,Midfield,
schweiz,Schweiz,2026-06-03,Player,Zeki Amdouni,3384,548729,,Attack,
schweiz,Schweiz,2026-06-03,Player,Aurele Amenda,3384,635645,,Defender,
schweiz,Schweiz,2026-06-03,Player,Luca Jaquez,3384,539798,,Defender,
schweiz,Schweiz,2026-06-03,Player,Cedric Itten,3384,243856,,Attack,
senegal,Senegal,2026-06-03,Coach,Pape Thiaw,3499,,,Coach,
senegal,Senegal,2026-06-03,Player,Yehvann Diouf,3499,448632,,Goalkeeper,
senegal,Senegal,2026-06-03,Player,Mamadou Sarr,3499,910905,,Defender,
senegal,Senegal,2026-06-03,Player,Kalidou Koulibaly,3499,93128,,Defender,
senegal,Senegal,2026-06-03,Player,Abdoulaye Seck,3499,265383,,Defender,
senegal,Senegal,2026-06-03,Player,Idrissa Gana Gueye,3499,126665,,Midfield,
senegal,Senegal,2026-06-03,Player,Pathe Ciss,3499,525578,,Midfield,
senegal,Senegal,2026-06-03,Player,Assane Diao,3499,1061282,,Attack,
senegal,Senegal,2026-06-03,Player,Lamine Camara,3499,918969,,Midfield,
senegal,Senegal,2026-06-03,Player,Bamba Dieng,3499,822458,,Attack,
senegal,Senegal,2026-06-03,Player,Sadio Mane,3499,200512,,Attack,
senegal,Senegal,2026-06-03,Player,Nicolas Jackson,3499,776890,,Attack,
senegal,Senegal,2026-06-03,Player,Cherif Ndiaye,3499,480705,,Attack,
senegal,Senegal,2026-06-03,Player,Iliman Ndiaye,3499,623570,,Attack,
senegal,Senegal,2026-06-03,Player,Ismail Jakobs,3499,375137,,Defender,
senegal,Senegal,2026-06-03,Player,Krepin Diatta,3499,490426,,Defender,
senegal,Senegal,2026-06-03,Player,Edouard Mendy,3499,442531,,Goalkeeper,
senegal,Senegal,2026-06-03,Player,Pape Matar Sarr,3499,568693,,Midfield,
senegal,Senegal,2026-06-03,Player,Ismaila Sarr,3499,410225,,Attack,
senegal,Senegal,2026-06-03,Player,Moussa Niakhate,3499,291200,,Defender,
senegal,Senegal,2026-06-03,Player,Ibrahim Mbaye,3499,1185888,,Attack,
senegal,Senegal,2026-06-03,Player,Habib Diarra,3499,876631,,Midfield,
senegal,Senegal,2026-06-03,Player,Bara Sapoko Ndiaye,3499,1497653,,Midfield,
senegal,Senegal,2026-06-03,Player,Mory Diaw,3499,164904,,Goalkeeper,
senegal,Senegal,2026-06-03,Player,Antoine Mendy,3499,891998,,Defender,
senegal,Senegal,2026-06-03,Player,El Hadji Malick Diouf,3499,1111589,,Defender,
senegal,Senegal,2026-06-03,Player,Pape Gueye,3499,485963,,Midfield,
spanien,Spanien,2026-06-03,Coach,Luis De La Fuente,3375,,,Coach,
spanien,Spanien,2026-06-03,Player,David Raya,3375,262749,,Goalkeeper,
spanien,Spanien,2026-06-03,Player,Marc Pubill,3375,844637,,Defender,
spanien,Spanien,2026-06-03,Player,Alex Grimaldo,3375,193082,,Defender,
spanien,Spanien,2026-06-03,Player,Eric Garcia,3375,466794,,Defender,
spanien,Spanien,2026-06-03,Player,Marcos Llorente,3375,282411,,Defender,
spanien,Spanien,2026-06-03,Player,Mikel Merino,3375,338424,,Midfield,
spanien,Spanien,2026-06-03,Player,Ferran Torres,3375,398184,,Attack,
spanien,Spanien,2026-06-03,Player,Fabian Ruiz,3375,350219,,Midfield,
spanien,Spanien,2026-06-03,Player,Gavi,3375,646740,,Midfield,
spanien,Spanien,2026-06-03,Player,Dani Olmo,3375,293385,,Attack,
spanien,Spanien,2026-06-03,Player,Yeremy Pino,3375,568157,,Attack,
spanien,Spanien,2026-06-03,Player,Pedro Porro,3375,553875,,Defender,
spanien,Spanien,2026-06-03,Player,Joan Garcia,3375,561613,,Goalkeeper,
spanien,Spanien,2026-06-03,Player,Aymeric Laporte,3375,176553,,Defender,
spanien,Spanien,2026-06-03,Player,Alex Baena,3375,548111,,Midfield,
spanien,Spanien,2026-06-03,Player,Rodri,3375,357565,,Midfield,
spanien,Spanien,2026-06-03,Player,Nico Williams,3375,709187,,Attack,
