compacted_at,compacted_at_local,resumed_at,resumed_at_local,resume_call,recovery_seconds,replacement_items,replacement_json_chars,hook_context_chars,custom_tool_calls,tool_output_json_chars,distinct_context_paths,context_paths,resume_input_tokens,model_context_window,resume_context_percent
2026-09-06T07:39:09.339Z,2026-09-06T09:39:09.339000+02:00,2026-09-06T07:44:18.173Z,2026-09-06T09:44:18.173000+02:00,spawn_agent,308.834,9,82393,3683,20,238875,29,.agents/skills/orchestrate/SKILL.md;.agents/skills/orchestrate/resources/capsule-template.json;.agents/skills/orchestrate/resources/resource-policy.json;.agents/skills/orchestrate/scripts/Get-OrchestrationResourceSnapshot.ps1;.codex/hooks.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/preview.md;plans/bundesliga-2026-27/AGENTS.md;plans/bundesliga-2026-27/README.md;plans/bundesliga-2026-27/decisions/0003-duckdb-primary-rosters-with-fallback.md;plans/bundesliga-2026-27/decisions/0003-source-roster-data-from-transfermarkt-datasets.md;plans/bundesliga-2026-27/decisions/0011-refresh-rosters-in-the-existing-collection-flow.md;plans/bundesliga-2026-27/decisions/0011-roster-snapshot-and-publication-contract.md;plans/bundesliga-2026-27/decisions/0013-club-elo-snapshot-and-freshness-contract.md;plans/bundesliga-2026-27/decisions/0013-fetch-club-elo-csv-directly-with-transparent-stale-fallback.md;plans/bundesliga-2026-27/decisions/0017-render-roster-documents-from-structured-snapshots.md;plans/bundesliga-2026-27/decisions/0017-roster-collector-duckdb-and-reconstruction-contract.md;plans/bundesliga-2026-27/decisions/0018-use-club-scoped-roster-snapshots-with-explicit-provenance.md;plans/bundesliga-2026-27/decisions/0018-validate-roster-publication-metadata-semantically.md;plans/bundesliga-2026-27/decisions/0019-preserve-stable-roster-ids-across-refreshes.md;plans/bundesliga-2026-27/decisions/0019-roster-publication-truth-boundary.md;plans/bundesliga-2026-27/decisions/0050-publish-enriched-launch-rosters-with-derived-team-subtotals.md;plans/bundesliga-2026-27/decisions/0050-split-roster-freshness-into-membership-and-enrichment.md;plans/bundesliga-2026-27/decisions/0051-activate-bundles-only-after-complete-independent-publication.md;plans/bundesliga-2026-27/decisions/0051-require-explicit-launch-roster-enrichment-overlay.md;plans/bundesliga-2026-27/decisions/0073-refresh-strength-and-rosters-during-context-collection.md;plans/bundesliga-2026-27/designs/p1-04-05-context-refresh.md;plans/bundesliga-2026-27/execution-strategy.md;plans/bundesliga-2026-27/tasks/p1-04-club-elo-refresh.md;plans/bundesliga-2026-27/tasks/p1-05-roster-refresh.md,97492,258400,37.73
2026-09-06T10:30:02.106Z,2026-09-06T12:30:02.106000+02:00,2026-09-06T10:34:40.546Z,2026-09-06T12:34:40.546000+02:00,send_message,278.44,9,79382,5446,25,519479,30,.agents/skills/bundesliga-2026-27-onboarding/SKILL.md;.agents/skills/bundesliga-2026-27-onboarding/references/competition-profile.md;.agents/skills/competition-onboarding/SKILL.md;.agents/skills/competition-onboarding/references/profile-contract.md;.agents/skills/orchestrate/SKILL.md;.agents/skills/orchestrate/scripts/Get-OrchestrationResourceSnapshot.ps1;.agents/skills/orchestrate/scripts/Invoke-OrchestrationCapsuleHook.ps1;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/capsule.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/preview.md;plans/bundesliga-2026-27/AGENTS.md;plans/bundesliga-2026-27/README.md;plans/bundesliga-2026-27/decisions/0003-duckdb-primary-rosters-with-fallback.md;plans/bundesliga-2026-27/decisions/0008-launch-club-elo-from-a-dated-seed.md;plans/bundesliga-2026-27/decisions/0011-roster-snapshot-and-publication-contract.md;plans/bundesliga-2026-27/decisions/0013-club-elo-snapshot-and-freshness-contract.md;plans/bundesliga-2026-27/decisions/0017-roster-collector-duckdb-and-reconstruction-contract.md;plans/bundesliga-2026-27/decisions/0018-validate-roster-publication-metadata-semantically.md;plans/bundesliga-2026-27/decisions/0019-roster-publication-truth-boundary.md;plans/bundesliga-2026-27/decisions/0050-publish-enriched-launch-rosters-with-derived-team-subtotals.md;plans/bundesliga-2026-27/decisions/0051-require-explicit-launch-roster-enrichment-overlay.md;plans/bundesliga-2026-27/decisions/0061-preview-and-milestone-orchestration.md;plans/bundesliga-2026-27/decisions/0073-refresh-strength-and-rosters-during-context-collection.md;plans/bundesliga-2026-27/decisions/0074-freeze-context-source-cycle-handoff-and-provenance.md;plans/bundesliga-2026-27/designs/p1-04-05-context-refresh.md;plans/bundesliga-2026-27/execution-strategy.md;plans/bundesliga-2026-27/p1-04-05-execution-packet.md;plans/bundesliga-2026-27/p1-status-snapshot.md;plans/bundesliga-2026-27/tasks/p0-21-production-activation.md;plans/bundesliga-2026-27/tasks/p1-04-club-elo-refresh.md;plans/bundesliga-2026-27/tasks/p1-05-roster-refresh.md,149787,258400,57.97
2026-09-06T14:00:24.073Z,2026-09-06T16:00:24.073000+02:00,2026-09-06T14:08:47.001Z,2026-09-06T16:08:47.001000+02:00,followup_task,502.928,9,80225,6063,26,416649,30,.agents/skills/bundesliga-2026-27-onboarding/SKILL.md;.agents/skills/bundesliga-2026-27-onboarding/references/competition-profile.md;.agents/skills/competition-onboarding/SKILL.md;.agents/skills/competition-onboarding/references/profile-contract.md;.agents/skills/orchestrate/SKILL.md;.agents/skills/orchestrate/scripts/Get-OrchestrationResourceSnapshot.ps1;.agents/skills/orchestrate/scripts/Invoke-OrchestrationCapsuleHook.ps1;.codex/hooks.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/capsule.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/preview.md;plans/bundesliga-2026-27/AGENTS.md;plans/bundesliga-2026-27/README.md;plans/bundesliga-2026-27/decisions/0003-duckdb-primary-rosters-with-fallback.md;plans/bundesliga-2026-27/decisions/0011-roster-snapshot-and-publication-contract.md;plans/bundesliga-2026-27/decisions/0013-club-elo-snapshot-and-freshness-contract.md;plans/bundesliga-2026-27/decisions/0017-roster-collector-duckdb-and-reconstruction-contract.md;plans/bundesliga-2026-27/decisions/0018-validate-roster-publication-metadata-semantically.md;plans/bundesliga-2026-27/decisions/0019-roster-publication-truth-boundary.md;plans/bundesliga-2026-27/decisions/0050-publish-enriched-launch-rosters-with-derived-team-subtotals.md;plans/bundesliga-2026-27/decisions/0051-require-explicit-launch-roster-enrichment-overlay.md;plans/bundesliga-2026-27/decisions/0061-preview-and-milestone-orchestration.md;plans/bundesliga-2026-27/decisions/0073-refresh-strength-and-rosters-during-context-collection.md;plans/bundesliga-2026-27/decisions/0074-freeze-context-source-cycle-handoff-and-provenance.md;plans/bundesliga-2026-27/designs/p1-04-05-context-refresh.md;plans/bundesliga-2026-27/execution-strategy.md;plans/bundesliga-2026-27/p1-04-05-execution-packet.md;plans/bundesliga-2026-27/p1-status-snapshot.md;plans/bundesliga-2026-27/tasks/p0-21-production-activation.md;plans/bundesliga-2026-27/tasks/p1-04-club-elo-refresh.md;plans/bundesliga-2026-27/tasks/p1-05-roster-refresh.md,143614,258400,55.58
2026-09-06T17:02:24.640Z,2026-09-06T19:02:24.640000+02:00,2026-09-06T17:09:40.648Z,2026-09-06T19:09:40.648000+02:00,spawn_agent,436.008,9,80137,6335,24,541624,38,.agents/skills/bundesliga-2026-27-onboarding/SKILL.md;.agents/skills/bundesliga-2026-27-onboarding/references/competition-profile.md;.agents/skills/competition-onboarding/SKILL.md;.agents/skills/competition-onboarding/references/profile-contract.md;.agents/skills/orchestrate/SKILL.md;.agents/skills/orchestrate/scripts/Get-OrchestrationResourceSnapshot.ps1;.agents/skills/orchestrate/scripts/Invoke-OrchestrationCapsuleHook.ps1;.codex/hooks.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/capsule.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/preview.md;plans/bundesliga-2026-27/AGENTS.md;plans/bundesliga-2026-27/README.md;plans/bundesliga-2026-27/decisions/0003-duckdb-primary-rosters-with-fallback.md;plans/bundesliga-2026-27/decisions/0011-persist-versioned-context-documents.md;plans/bundesliga-2026-27/decisions/0011-roster-snapshot-and-publication-contract.md;plans/bundesliga-2026-27/decisions/0013-club-elo-snapshot-and-freshness-contract.md;plans/bundesliga-2026-27/decisions/0013-persist-per-community-context-heads.md;plans/bundesliga-2026-27/decisions/0017-refresh-rosters-in-the-scheduled-path.md;plans/bundesliga-2026-27/decisions/0017-roster-collector-duckdb-and-reconstruction-contract.md;plans/bundesliga-2026-27/decisions/0018-publish-community-context-atomically.md;plans/bundesliga-2026-27/decisions/0018-validate-roster-publication-metadata-semantically.md;plans/bundesliga-2026-27/decisions/0019-refresh-roster-enrichment-after-membership.md;plans/bundesliga-2026-27/decisions/0019-roster-publication-truth-boundary.md;plans/bundesliga-2026-27/decisions/0050-publish-enriched-launch-rosters-with-derived-team-subtotals.md;plans/bundesliga-2026-27/decisions/0050-record-context-copy-and-validation-behavior.md;plans/bundesliga-2026-27/decisions/0051-require-explicit-launch-roster-enrichment-overlay.md;plans/bundesliga-2026-27/decisions/0051-stop-bonus-on-context-failure-and-serialize-production-bonus.md;plans/bundesliga-2026-27/decisions/0061-preview-and-milestone-orchestration.md;plans/bundesliga-2026-27/decisions/0073-refresh-strength-and-rosters-during-context-collection.md;plans/bundesliga-2026-27/decisions/0074-freeze-context-source-cycle-handoff-and-provenance.md;plans/bundesliga-2026-27/designs/p1-04-05-context-refresh.md;plans/bundesliga-2026-27/execution-strategy.md;plans/bundesliga-2026-27/p1-04-05-execution-packet.md;plans/bundesliga-2026-27/p1-status-snapshot.md;plans/bundesliga-2026-27/tasks/p0-21-community-context-validation.md;plans/bundesliga-2026-27/tasks/p0-21-production-activation.md;plans/bundesliga-2026-27/tasks/p1-04-club-elo-refresh.md;plans/bundesliga-2026-27/tasks/p1-05-roster-refresh.md,152159,258400,58.89
2026-09-06T20:00:49.819Z,2026-09-06T22:00:49.819000+02:00,2026-09-06T20:09:05.021Z,2026-09-06T22:09:05.021000+02:00,spawn_agent,495.202,9,84453,6043,40,559510,25,.agents/skills/bundesliga-2026-27-onboarding/SKILL.md;.agents/skills/bundesliga-2026-27-onboarding/references/competition-profile.md;.agents/skills/competition-onboarding/SKILL.md;.agents/skills/competition-onboarding/references/profile-contract.md;.agents/skills/orchestrate/SKILL.md;.agents/skills/orchestrate/scripts/Get-OrchestrationResourceSnapshot.ps1;.agents/skills/orchestrate/scripts/Invoke-OrchestrationCapsuleHook.ps1;.codex/hooks.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/capsule.json;.tmp/orchestration/01a07449-de77-7ae0-ac4a-8f5330c43121/preview.md;plans/bundesliga-2026-27/AGENTS.md;plans/bundesliga-2026-27/README.md;plans/bundesliga-2026-27/decisions/0061-preview-and-milestone-orchestration.md;plans/bundesliga-2026-27/decisions/0073-refresh-strength-and-rosters-during-context-collection.md;plans/bundesliga-2026-27/decisions/0074-freeze-context-source-cycle-handoff-and-provenance.md;plans/bundesliga-2026-27/designs/p1-04-05-context-refresh.md;plans/bundesliga-2026-27/execution-strategy.md;plans/bundesliga-2026-27/p1-04-05-execution-packet.md;plans/bundesliga-2026-27/p1-status-snapshot.md;plans/bundesliga-2026-27/tasks/p0-06-model-ledger-and-cost-baseline.md;plans/bundesliga-2026-27/tasks/p0-21-freeze-p1-refresh-contracts.md;plans/bundesliga-2026-27/tasks/p0-21-production-activation.md;plans/bundesliga-2026-27/tasks/p1-04-club-elo-refresh.md;plans/bundesliga-2026-27/tasks/p1-05-roster-refresh.md;plans/bundesliga-2026-27/tasks/p1-10-schadensfresse-primary-community.md,166933,258400,64.6
